,y0,y1,height,width,front_area,datetime_enter,datetime_leave,duration,timedelta_start,timedelta_end,audio_start_s,audio_end_s,class_1,class_2
93,72,311,334,239,79826,2022-11-01 09:26:19.382,2022-11-01 09:26:20.702,1.32,0 days 00:16:57.382000,0 days 00:16:58.702000,1017.0420000000001,1019.0420000000001,large,large
94,112,254,148,142,21016,2022-11-01 09:26:36.448,2022-11-01 09:26:36.768,0.32,0 days 00:17:14.448000,0 days 00:17:14.768000,1033.6080000000002,1035.6080000000002,medium,medium_small
95,164,322,157,158,24806,2022-11-01 09:27:13.410,2022-11-01 09:27:13.744,0.334,0 days 00:17:51.410000,0 days 00:17:51.744000,1070.5770000000002,1072.5770000000002,medium,medium_small
96,137,312,148,175,25900,2022-11-01 09:27:19.276,2022-11-01 09:27:19.664,0.388,0 days 00:17:57.276000,0 days 00:17:57.664000,1076.47,1078.47,medium,medium_big
97,374,544,170,170,28900,2022-11-01 09:28:05.918,2022-11-01 09:28:06.358,0.44,0 days 00:18:43.918000,0 days 00:18:44.358000,1123.1380000000001,1125.1380000000001,medium,medium
98,80,323,339,243,82377,2022-11-01 09:28:32.119,2022-11-01 09:28:34.279,2.16,0 days 00:19:10.119000,0 days 00:19:12.279000,1150.199,1152.199,large,large
99,492,563,166,71,11786,2022-11-01 09:28:43.559,2022-11-01 09:28:43.667,0.10800000000000001,0 days 00:19:21.559000,0 days 00:19:21.667000,1160.613,1162.613,small,small
100,360,527,183,167,30561,2022-11-01 09:29:03.600,2022-11-01 09:29:04.013,0.41300000000000003,0 days 00:19:41.600000,0 days 00:19:42.013000,1180.8065000000001,1182.8065000000001,medium,medium
101,399,556,144,157,22608,2022-11-01 09:29:35.829,2022-11-01 09:29:36.241,0.41200000000000003,0 days 00:20:13.829000,0 days 00:20:14.241000,1213.035,1215.035,medium,medium_small
102,108,279,169,171,28899,2022-11-01 09:29:42.575,2022-11-01 09:29:42.921,0.34600000000000003,0 days 00:20:20.575000,0 days 00:20:20.921000,1219.748,1221.748,medium,medium_big
103,356,525,162,169,27378,2022-11-01 09:30:21.936,2022-11-01 09:30:22.270,0.334,0 days 00:20:59.936000,0 days 00:21:00.270000,1259.103,1261.103,medium,medium
104,354,514,177,160,28320,2022-11-01 09:30:43.617,2022-11-01 09:30:44.003,0.386,0 days 00:21:21.617000,0 days 00:21:22.003000,1280.8100000000002,1282.8100000000002,medium,medium_small
105,371,548,169,177,29913,2022-11-01 09:31:38.459,2022-11-01 09:31:38.885,0.42600000000000005,0 days 00:22:16.459000,0 days 00:22:16.885000,1335.672,1337.672,medium,medium_big
106,360,526,147,166,24402,2022-11-01 09:31:42.393,2022-11-01 09:31:42.873,0.48000000000000004,0 days 00:22:20.393000,0 days 00:22:20.873000,1339.633,1341.633,medium,medium
107,379,554,173,175,30275,2022-11-01 09:31:47.886,2022-11-01 09:31:48.393,0.507,0 days 00:22:25.886000,0 days 00:22:26.393000,1345.1395000000002,1347.1395000000002,medium,medium_big
108,397,559,154,162,24948,2022-11-01 09:32:39.915,2022-11-01 09:32:40.327,0.41200000000000003,0 days 00:23:17.915000,0 days 00:23:18.327000,1397.121,1399.121,medium,medium
109,351,524,156,173,26988,2022-11-01 09:32:42.781,2022-11-01 09:32:43.181,0.4,0 days 00:23:20.781000,0 days 00:23:21.181000,1399.9810000000002,1401.9810000000002,medium,medium_big
110,392,554,180,162,29160,2022-11-01 09:32:44.995,2022-11-01 09:32:45.475,0.48000000000000004,0 days 00:23:22.995000,0 days 00:23:23.475000,1402.2350000000001,1404.2350000000001,medium,medium
111,370,532,154,162,24948,2022-11-01 09:32:48.928,2022-11-01 09:32:49.341,0.41300000000000003,0 days 00:23:26.928000,0 days 00:23:27.341000,1406.1345000000001,1408.1345000000001,medium,medium
112,90,266,146,176,25696,2022-11-01 09:33:03.116,2022-11-01 09:33:03.516,0.4,0 days 00:23:41.116000,0 days 00:23:41.516000,1420.316,1422.316,medium,medium_big
113,360,544,164,184,30176,2022-11-01 09:33:09.476,2022-11-01 09:33:09.916,0.44,0 days 00:23:47.476000,0 days 00:23:47.916000,1426.6960000000001,1428.6960000000001,medium,medium_big
114,102,269,167,167,27889,2022-11-01 09:33:35.423,2022-11-01 09:33:35.797,0.374,0 days 00:24:13.423000,0 days 00:24:13.797000,1452.6100000000001,1454.6100000000001,medium,medium
115,172,345,175,173,30275,2022-11-01 09:33:39.263,2022-11-01 09:33:39.729,0.466,0 days 00:24:17.263000,0 days 00:24:17.729000,1456.496,1458.496,medium,medium_big
116,101,258,146,157,22922,2022-11-01 09:34:12.464,2022-11-01 09:34:12.838,0.374,0 days 00:24:50.464000,0 days 00:24:50.838000,1489.6510000000003,1491.6510000000003,medium,medium_small
117,362,545,144,183,26352,2022-11-01 09:34:21.864,2022-11-01 09:34:22.264,0.4,0 days 00:24:59.864000,0 days 00:25:00.264000,1499.064,1501.064,medium,medium_big
118,117,279,157,162,25434,2022-11-01 09:34:45.345,2022-11-01 09:34:45.612,0.267,0 days 00:25:23.345000,0 days 00:25:23.612000,1522.4785000000002,1524.4785000000002,medium,medium
119,114,283,171,169,28899,2022-11-01 09:34:48.505,2022-11-01 09:34:48.825,0.32,0 days 00:25:26.505000,0 days 00:25:26.825000,1525.665,1527.665,medium,medium
120,326,568,341,242,82522,2022-11-01 09:36:51.336,2022-11-01 09:36:53.670,2.334,0 days 00:27:29.336000,0 days 00:27:31.670000,1649.5030000000002,1651.5030000000002,large,large
121,369,546,190,177,33630,2022-11-01 09:36:57.004,2022-11-01 09:36:57.536,0.532,0 days 00:27:35.004000,0 days 00:27:35.536000,1654.27,1656.27,medium,medium_big
122,374,524,161,150,24150,2022-11-01 09:37:35.938,2022-11-01 09:37:36.258,0.32,0 days 00:28:13.938000,0 days 00:28:14.258000,1693.098,1695.098,medium,medium_small
123,93,254,154,161,24794,2022-11-01 09:37:36.298,2022-11-01 09:37:36.698,0.4,0 days 00:28:14.298000,0 days 00:28:14.698000,1693.498,1695.498,medium,medium
124,370,538,150,168,25200,2022-11-01 09:37:57.672,2022-11-01 09:37:57.926,0.254,0 days 00:28:35.672000,0 days 00:28:35.926000,1714.799,1716.799,medium,medium
125,347,524,147,177,26019,2022-11-01 09:37:59.886,2022-11-01 09:38:00.352,0.466,0 days 00:28:37.886000,0 days 00:28:38.352000,1717.1190000000001,1719.1190000000001,medium,medium_big
126,344,517,196,173,33908,2022-11-01 09:38:42.513,2022-11-01 09:38:42.980,0.467,0 days 00:29:20.513000,0 days 00:29:20.980000,1759.7465000000002,1761.7465000000002,medium,medium_big
127,63,305,338,242,81796,2022-11-01 09:39:01.994,2022-11-01 09:39:04.461,2.467,0 days 00:29:39.994000,0 days 00:29:42.461000,1780.2275,1782.2275,large,large
128,396,562,155,166,25730,2022-11-01 09:39:09.808,2022-11-01 09:39:10.221,0.41300000000000003,0 days 00:29:47.808000,0 days 00:29:48.221000,1787.0145000000002,1789.0145000000002,medium,medium
129,371,538,144,167,24048,2022-11-01 09:39:21.261,2022-11-01 09:39:21.635,0.374,0 days 00:29:59.261000,0 days 00:29:59.635000,1798.4480000000003,1800.4480000000003,medium,medium
130,126,288,151,162,24462,2022-11-01 09:39:57.382,2022-11-01 09:39:57.836,0.454,0 days 00:30:35.382000,0 days 00:30:35.836000,1834.609,1836.609,medium,medium
131,360,530,164,170,27880,2022-11-01 09:40:22.117,2022-11-01 09:40:22.437,0.32,0 days 00:31:00.117000,0 days 00:31:00.437000,1859.277,1861.277,medium,medium
132,94,255,169,161,27209,2022-11-01 09:40:30.984,2022-11-01 09:40:31.304,0.32,0 days 00:31:08.984000,0 days 00:31:09.304000,1868.1440000000002,1870.1440000000002,medium,medium
133,376,555,232,179,41528,2022-11-01 09:40:38.571,2022-11-01 09:40:39.011,0.44,0 days 00:31:16.571000,0 days 00:31:17.011000,1875.7910000000002,1877.7910000000002,medium,medium_big
134,408,574,152,166,25232,2022-11-01 09:41:06.478,2022-11-01 09:41:06.918,0.44,0 days 00:31:44.478000,0 days 00:31:44.918000,1903.698,1905.698,medium,medium
135,406,559,147,153,22491,2022-11-01 09:41:09.585,2022-11-01 09:41:09.933,0.34800000000000003,0 days 00:31:47.585000,0 days 00:31:47.933000,1906.759,1908.759,medium,medium_small
136,362,537,147,175,25725,2022-11-01 09:41:27.413,2022-11-01 09:41:27.786,0.373,0 days 00:32:05.413000,0 days 00:32:05.786000,1924.5995,1926.5995,medium,medium_big
137,387,559,159,172,27348,2022-11-01 09:41:39.679,2022-11-01 09:41:40.413,0.7340000000000001,0 days 00:32:17.679000,0 days 00:32:18.413000,1937.046,1939.046,medium,medium_big
138,132,283,153,151,23103,2022-11-01 09:42:26.495,2022-11-01 09:42:26.841,0.34600000000000003,0 days 00:33:04.495000,0 days 00:33:04.841000,1983.6680000000001,1985.6680000000001,medium,medium_small
139,212,469,407,257,104599,2022-11-01 09:42:38.108,2022-11-01 09:42:41.322,3.2140000000000004,0 days 00:33:16.108000,0 days 00:33:19.322000,1996.7150000000001,1998.7150000000001,large,large
140,340,492,168,152,25536,2022-11-01 09:42:48.348,2022-11-01 09:42:48.909,0.561,0 days 00:33:26.348000,0 days 00:33:26.909000,2005.6285000000003,2007.6285000000003,medium,medium_small
141,370,538,147,168,24696,2022-11-01 09:42:55.442,2022-11-01 09:42:55.882,0.44,0 days 00:33:33.442000,0 days 00:33:33.882000,2012.6620000000003,2014.6620000000003,medium,medium
142,107,259,152,152,23104,2022-11-01 09:43:00.389,2022-11-01 09:43:00.696,0.307,0 days 00:33:38.389000,0 days 00:33:38.696000,2017.5425,2019.5425,medium,medium_small
143,82,247,179,165,29535,2022-11-01 09:43:05.842,2022-11-01 09:43:06.256,0.41400000000000003,0 days 00:33:43.842000,0 days 00:33:44.256000,2023.049,2025.049,medium,medium
144,400,564,158,164,25912,2022-11-01 09:43:07.029,2022-11-01 09:43:07.429,0.4,0 days 00:33:45.029000,0 days 00:33:45.429000,2024.2290000000003,2026.2290000000003,medium,medium
145,353,537,265,184,48760,2022-11-01 09:43:33.297,2022-11-01 09:43:33.963,0.666,0 days 00:34:11.297000,0 days 00:34:11.963000,2050.63,2052.63,medium,medium_big
146,108,283,168,175,29400,2022-11-01 09:43:40.230,2022-11-01 09:43:40.618,0.388,0 days 00:34:18.230000,0 days 00:34:18.618000,2057.424,2059.424,medium,medium_big
147,96,268,156,172,26832,2022-11-01 09:43:43.590,2022-11-01 09:43:43.964,0.374,0 days 00:34:21.590000,0 days 00:34:21.964000,2060.777,2062.777,medium,medium_big
148,360,537,184,177,32568,2022-11-01 09:43:54.951,2022-11-01 09:43:55.364,0.41300000000000003,0 days 00:34:32.951000,0 days 00:34:33.364000,2072.1575000000003,2074.1575000000003,medium,medium_big
149,140,312,150,172,25800,2022-11-01 09:44:49.166,2022-11-01 09:44:49.846,0.68,0 days 00:35:27.166000,0 days 00:35:27.846000,2126.5060000000003,2128.5060000000003,medium,medium_big
150,129,298,149,169,25181,2022-11-01 09:45:24.221,2022-11-01 09:45:24.594,0.373,0 days 00:36:02.221000,0 days 00:36:02.594000,2161.4075000000003,2163.4075000000003,medium,medium
151,152,307,146,155,22630,2022-11-01 09:45:40.062,2022-11-01 09:45:40.462,0.4,0 days 00:36:18.062000,0 days 00:36:18.462000,2177.262,2179.262,medium,medium_small
152,37,275,334,238,79492,2022-11-01 09:45:54.382,2022-11-01 09:45:55.609,1.227,0 days 00:36:32.382000,0 days 00:36:33.609000,2191.9955,2193.9955,large,large
153,150,209,160,59,9440,2022-11-01 09:45:56.848,2022-11-01 09:45:56.995,0.14700000000000002,0 days 00:36:34.848000,0 days 00:36:34.995000,2193.9215000000004,2195.9215000000004,small,small
154,323,583,433,260,112580,2022-11-01 09:45:59.183,2022-11-01 09:46:01.715,2.532,0 days 00:36:37.183000,0 days 00:36:39.715000,2197.449,2199.449,large,large
155,326,510,173,184,31832,2022-11-01 09:46:04.223,2022-11-01 09:46:05.143,0.92,0 days 00:36:42.223000,0 days 00:36:43.143000,2201.683,2203.683,medium,medium_big
156,331,513,198,182,36036,2022-11-01 09:46:08.875,2022-11-01 09:46:09.795,0.92,0 days 00:36:46.875000,0 days 00:36:47.795000,2206.335,2208.335,medium,medium_big
157,378,544,182,166,30212,2022-11-01 09:46:11.503,2022-11-01 09:46:12.503,1.0,0 days 00:36:49.503000,0 days 00:36:50.503000,2209.003,2211.003,medium,medium
158,356,518,158,162,25596,2022-11-01 09:46:30.169,2022-11-01 09:46:30.664,0.49500000000000005,0 days 00:37:08.169000,0 days 00:37:08.664000,2227.4165000000003,2229.4165000000003,medium,medium
159,47,315,426,268,114168,2022-11-01 09:46:54.224,2022-11-01 09:46:57.785,3.5610000000000004,0 days 00:37:32.224000,0 days 00:37:35.785000,2253.0045,2255.0045,large,large
160,57,230,195,173,33735,2022-11-01 09:47:07.705,2022-11-01 09:47:08.358,0.653,0 days 00:37:45.705000,0 days 00:37:46.358000,2265.0315,2267.0315,medium,medium_big
161,339,590,342,251,85842,2022-11-01 09:47:09.411,2022-11-01 09:47:11.798,2.387,0 days 00:37:47.411000,0 days 00:37:49.798000,2267.6045000000004,2269.6045000000004,large,large
162,371,538,157,167,26219,2022-11-01 09:47:19.505,2022-11-01 09:47:19.838,0.333,0 days 00:37:57.505000,0 days 00:37:57.838000,2276.6715000000004,2278.6715000000004,medium,medium
163,93,258,155,165,25575,2022-11-01 09:47:27.746,2022-11-01 09:47:28.118,0.372,0 days 00:38:05.746000,0 days 00:38:06.118000,2284.932,2286.932,medium,medium
164,368,539,204,171,34884,2022-11-01 09:47:37.999,2022-11-01 09:47:38.346,0.34700000000000003,0 days 00:38:15.999000,0 days 00:38:16.346000,2295.1725,2297.1725,medium,medium_big
165,116,269,151,153,23103,2022-11-01 09:47:47.426,2022-11-01 09:47:47.732,0.306,0 days 00:38:25.426000,0 days 00:38:25.732000,2304.5789999999997,2306.5789999999997,medium,medium_small
166,358,530,192,172,33024,2022-11-01 09:47:53.239,2022-11-01 09:47:53.519,0.28,0 days 00:38:31.239000,0 days 00:38:31.519000,2310.379,2312.379,medium,medium_big
167,98,281,263,183,48129,2022-11-01 09:48:04.413,2022-11-01 09:48:05.159,0.746,0 days 00:38:42.413000,0 days 00:38:43.159000,2321.786,2323.786,medium,medium_big
168,406,568,154,162,24948,2022-11-01 09:48:09.960,2022-11-01 09:48:10.400,0.44,0 days 00:38:47.960000,0 days 00:38:48.400000,2327.1800000000003,2329.1800000000003,medium,medium
169,393,534,150,141,21150,2022-11-01 09:48:13.787,2022-11-01 09:48:14.053,0.266,0 days 00:38:51.787000,0 days 00:38:52.053000,2330.92,2332.92,medium,medium_small
170,379,552,167,173,28891,2022-11-01 09:48:47.668,2022-11-01 09:48:48.134,0.466,0 days 00:39:25.668000,0 days 00:39:26.134000,2364.901,2366.901,medium,medium_big
171,76,259,171,183,31293,2022-11-01 09:48:50.134,2022-11-01 09:48:50.548,0.41400000000000003,0 days 00:39:28.134000,0 days 00:39:28.548000,2367.3410000000003,2369.3410000000003,medium,medium_big
172,393,569,192,176,33792,2022-11-01 09:48:49.974,2022-11-01 09:48:50.628,0.654,0 days 00:39:27.974000,0 days 00:39:28.628000,2367.3010000000004,2369.3010000000004,medium,medium_big
173,403,556,147,153,22491,2022-11-01 09:48:56.041,2022-11-01 09:48:56.389,0.34800000000000003,0 days 00:39:34.041000,0 days 00:39:34.389000,2373.215,2375.215,medium,medium_small
174,360,580,381,220,83820,2022-11-01 09:49:02.402,2022-11-01 09:49:02.642,0.24000000000000002,0 days 00:39:40.402000,0 days 00:39:40.642000,2379.522,2381.522,large,large
175,382,505,320,123,39360,2022-11-01 09:49:03.441,2022-11-01 09:49:03.441,0.0,0 days 00:39:41.441000,0 days 00:39:41.441000,2380.4410000000003,2382.4410000000003,medium,medium_small
